,text
1592,The prices and ambience are especially great considering it's in the West Village.
1593,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables."
1594,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity."
1595,The atmosphere is great!!!
1596,"It can be a very fun experience with a group, and kids (6 and over) would love it."
1597,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down ."
1598,"Filled with suits, though, so you never really feel terribly comfortable."
1599,"It's like you are transported to the Italian countryside, very romantic and filled with antiques."
1600,"Interesting selection, good wines, service fine, fun decor."
1601,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.
1602,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.
1603,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!
1604,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service."
1605,Warm and friendly in the winter and terrific outdoor seating in the warmer months.
1606,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience."
1607,"Always a nice crowd, but never loud."
1608,Decor is minimalist and clean - nothing to distract or commend.
1609,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average."
1610,This place is incredibly tiny.
1611,"I didn't complain, I liked the atmosphere so much."
1612,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence."
1613,The people in the restaurant were pretty obnoxious and loud.
1614,I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.
1615,"A very inviting restaurant, with friendly service."
1616,"THe back garden sitting area is very pleasant, where you can see their personal herb garden."
1617,The ceiling is amazing!
1618,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped."
1619,Big Wong gets big Ups for a fine establishment.
1620,Oh and it's too tiny for families with strollers.
1621,Delicious food at a great price but do not go here on a cold day and sit by the front door.
1622,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm."
1623,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY."
1624,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible."
1625,"Most people eat there seem to be typical Upper East Side snobs, so be aware."
1626,Too cold to enjoy.
1627,"Inside is a little cramped, but to be expected."
1628,"So, for good food i'd recommend it, but not for a fun night out."
1629,"Of course, it is crowded but who cares."
1630,"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great."
1631,People dress in suits or evening gowns as well as shirts jeans.
1632,"The place does get crowded, so I recommend going between 4-5 PM."
